region,code,name,address,ramq_billing_categories,google_place_name,locality,country,administrative_area_level_1,administrative_area_level_2,international_phone_number,type,website,latitude,longitude,added_time,place_type,fax_numbers,fax_keywords_en,fax_keywords_fr
Monteregie,53672,CLINIQUE D'OPTOMETRIE IRIS BOUCHERVILLE,"1030-540 RUE D'AVAUGOUR, BOUCHERVILLE, QC, J4B 0G6",,IRIS Optométristes et Opticiens - Boucherville,Boucherville,CA,QC,J4B 0G6,+1 450-356-3565,hospital,https://iris.ca/fr/trouver-une-boutique/boucherville,45.5880847,-73.42918039999999,1745790598.0,hospital,14504493676,"[{""fax_number"": ""14504493676"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14504493676"", ""keyword_fr"": ""renseignements généraux""}]"
Monteregie,53675,CLINIQUE VISUELLE SIMPLE VISION INC.,"105-288 BOUL D'ANJOU, CHATEAUGUAY, QC, J6K 1C6",,Simple Vision,Châteauguay,CA,QC,J6K 1C6,+1 450-699-4040,hospital,http://simplevision.ca/,45.3584354,-73.7189846,1745790598.0,hospital,,[],[]
Monteregie,53676,GLOBE VISION SENC,"16070, AV ST-LOUIS, SAINT-HYACINTHE, QC, J2T 3E6",,Opto-Réseau Globe Vision,Saint-Hyacinthe,CA,QC,J2T 3E6,+1 450-768-2582,hospital,https://www.opto-reseau.com/fr/cliniques/opto-reseau-globe-vision,45.6241713,-72.9327828,1745856667.0,hospital,,[],[]
Monteregie,53694,OPTOVUU,"102-1503 CH ST-JEAN, LA PRAIRIE, QC, J5R 2L8",,Optovuu,La Prairie,CA,QC,J5R 2L8,+1 450-659-6868,hospital,http://www.optovuu.com/,45.4095142,-73.4732613,1745790598.0,hospital,,[],[]
Monteregie,53695,OPTI-CLUB VAUDREUIL,"22400,CH DUMBERRY, VAUDREUIL-DORION, QC, J7V 0M8",,Costco Vision Center,Vaudreuil-Dorion,CA,QC,J7V 0M8,+1 450-510-8945,hospital,https://m.costco.ca/warehouse-locations/vaudreuil-vaudreuil-dorion-qc-1213.html,45.41450909999999,-74.03740789999999,1745856667.0,hospital,,[],[]
Monteregie,53697,OPTICAL CENTER,"1100-3080 RUE DE LA GARE, VAUDREUIL-DORION, QC, J7V 0H1",,Optométriste et Opticien VAUDREUIL-DORION - Optical Center,Vaudreuil-Dorion,CA,QC,J7V 8P2,+1 514-674-8333,hospital,https://opticien.optical-center.quebec/869-optometriste-et-opticien-vaudreuil-dorion-optical-center,45.39762459999999,-74.0562802,1745808471.0,hospital,,[],[]
Monteregie,53701,DRE VERONIQUE GOSSELIN OPTOMETRISTE INC.,"171 RUE BELLA, ST-JEAN-SUR-RICHELIEU, QC, J2X 4Y6",,O'Vision Inc,Saint-Jean-sur-Richelieu,CA,QC,J2W 2A3,+1 450-359-9992,hospital,http://www.ovision.ca/,45.3619817,-73.3047246,1745808471.0,hospital,,[],[]
Monteregie,53706,RENE BELAND OPTICIEN INC.,"300 BOUL ST-LUC, ST-JEAN-SUR-RICHELIEU, QC, J2W 2A3",,Lunetterie Béland,Saint-Jean-sur-Richelieu,CA,QC,J2W 2A3,+1 450-741-7989,hospital,http://www.belandopticiens.ca/,45.35584799999999,-73.29839,1745808471.0,hospital,"18195254655,14504745564","[{""fax_number"": ""14504745564"", ""keyword_en"": ""administration""}, {""fax_number"": ""18195254655"", ""keyword_en"": ""general communications and administrative purposes""}]","[{""fax_number"": ""14504745564"", ""keyword_fr"": ""administration""}, {""fax_number"": ""18195254655"", ""keyword_fr"": ""administration""}]"
Monteregie,53719,ACUITIS ST-BRUNO,"B-011-1 BOUL DES PROMENADES, SAINT-BRUNO-DE-MONTARVILLE, QC, J3V 5J5",,"Auditio Clinique Auditive Daoust & Premy Audioprothésistes (Chez Acuitis, aux Promenades St-Bruno)",Saint-Bruno-de-Montarville,CA,QC,J3V 5J5,+1 450-400-0138,hospital,http://www.auditio.ca/,45.505208,-73.379406,1745808471.0,hospital,,[],[]
Monteregie,53738,CLINIQUE VISUELLE DE GREENFIELD PARK,"1368 VICTORIA, GREENFIELD PARK, QC, J4V 1L9",,Clinique visuelle Greenfield Park,Longueuil,CA,QC,J4V 1L9,+1 450-923-2333,hospital,https://visiongp.ca/,45.4906045,-73.49362359999999,1745808471.0,hospital,,[],[]
Monteregie,53742,OPTO-RESEAU CONTRECOEUR,"101-540 SAINT-ANTOINE, CONTRECOEUR, QC, J0L 1C0",,Opto-Réseau Contrecoeur,Contrecoeur,CA,QC,J0L 1C0,+1 450-587-5527,hospital,https://www.opto-reseau.com/cliniques/opto-reseau-contrecoeur/,45.8516087,-73.2264745,1745808471.0,hospital,15147695166,"[{""fax_number"": ""15147695166"", ""keyword_en"": ""administration""}]","[{""fax_number"": ""15147695166"", ""keyword_fr"": ""administration""}]"
Monteregie,53749,CLINIQUE D'OPHTALMOLOGIE BELLEVUE LONGUEUIL,"1375 CH DU COTEAU-ROUGE, LONGUEUIL, QC, J4K 1Y1",,Clinique d'ophtalmologie Bellevue,Longueuil,CA,QC,J4K 1Y1,+1 514-256-0007,hospital,https://www.cliniquebellevue.com/,45.5134013,-73.5002617,1745808471.0,hospital,15142564966,"[{""fax_number"": ""15142564966"", ""keyword_en"": ""general""}]","[{""fax_number"": ""15142564966"", ""keyword_fr"": ""dossiers médicaux""}]"
Monteregie,53753,RETINA MD,"3708 RTE 132, VILLE SAINTE-CATHERINE, QC, J5C 1V9",,Retina MD,Sainte-Catherine,CA,QC,J5C 1V9,+1 514-534-0434,hospital,,45.3875563,-73.55513490000001,1745808471.0,hospital,,[],[]
Monteregie,53757,LUNETTES DEPOT CHATEAUGUAY INC.,"179 BOUL D'ANJOU, CHATEAUGUAY, QC, J6J 2R3",,Econolunettes Châteauguay,Châteauguay,CA,QC,J6J 2R3,+1 450-844-1169,hospital,https://econolunettes.com/?utm_source=google&utm_medium=GBP&utm_campaign=Website%20Link,45.3600265,-73.72670839999999,1745808471.0,hospital,,[],[]
Monteregie,53758,LUNETTES DEPOT BELOEIL INC.,"68 SERGE-PEPIN, BELOEIL, QC, J3G 0K1",,Econolunettes Beloeil,Beloeil,CA,QC,J3G 0K1,+1 438-794-1705,hospital,https://www.econolunettes.com/,45.5919292,-73.1933458,1745808471.0,hospital,"14506810052,14504387070","[{""fax_number"": ""14506810052"", ""keyword_en"": ""medical records""}, {""fax_number"": ""14504387070"", ""keyword_en"": ""medical records""}]","[{""fax_number"": ""14506810052"", ""keyword_fr"": ""dossiers médicaux""}, {""fax_number"": ""14504387070"", ""keyword_fr"": ""dossiers médicaux""}]"
Monteregie,53773,OPHTALMOSANTE,"201-2710 RUE BACHAND, SAINT-HYACINTHE, QC, J2S 8B6",,Clinique OphtalmoSanté,Saint-Hyacinthe,CA,QC,J2S 7C8,+1 450-252-0967,hospital,,45.623644,-72.960863,1745808471.0,hospital,"15143169389,15148431618,15143454880,15146940772,15149344404","[{""fax_number"": ""15143169389"", ""keyword_en"": ""communications g\u00e9n\u00e9rales""}, {""fax_number"": ""15148431618"", ""keyword_en"": ""recommendations""}, {""fax_number"": ""15143454880"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""15146940772"", ""keyword_en"": ""communications g\u00e9n\u00e9rales""}, {""fax_number"": ""15149344404"", ""keyword_en"": ""consultations""}]","[{""fax_number"": ""15143169389"", ""keyword_fr"": ""communications générales""}, {""fax_number"": ""15148431618"", ""keyword_fr"": ""références""}, {""fax_number"": ""15143454880"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""15146940772"", ""keyword_fr"": ""communications générales""}, {""fax_number"": ""15149344404"", ""keyword_fr"": ""consultations""}]"
Monteregie,53774,DOYLE VAUDREUIL INC.,"140-3200 BOUL DE LA GARE, VAUDREUIL-DORION, QC, J7V 8W5",,Doyle Optometrists & Opticians,Vaudreuil-Dorion,CA,QC,J7V 8W5,+1 450-485-0707,hospital,https://www.doyle.ca/fr/boutiques/vaudreuil-dorion/,45.4056817,-74.04128519999999,1745808471.0,hospital,14504851400,"[{""fax_number"": ""14504851400"", ""keyword_en"": ""not specified""}]","[{""fax_number"": ""14504851400"", ""keyword_fr"": ""administration""}]"
Monteregie,53776,ECONOLUNETTES BOUCHERVILLE INC.,"450 BOUL DE MORTAGNE, BOUCHERVILLE, QC, J4B 1B8",,Econolunettes Boucherville,Boucherville,CA,QC,J4B 1B8,+1 450-868-6565,hospital,https://econolunettes.com/?utm_source=google&utm_medium=GBP&utm_campaign=Website+Link,45.5903827,-73.4371504,1745808471.0,hospital,,[],[]
Monteregie,53777,LUNETTERIE BELAND NOEL DE TILLY INC.,"4742 RTE 132, SAINTE-CATHERINE, QC, J5C 1V9",,Lunetterie Béland Sainte-Catherine,Sainte-Catherine,CA,QC,J5C 1V9,+1 450-845-1016,hospital,http://lunetteriebeland.com/,45.3884951,-73.5642364,1745808471.0,hospital,"14187693012,14504745564,14188434333","[{""fax_number"": ""14187693012"", ""keyword_en"": ""medical records""}, {""fax_number"": ""14504745564"", ""keyword_en"": ""medical records""}, {""fax_number"": ""14188434333"", ""keyword_en"": ""medical records""}]","[{""fax_number"": ""14187693012"", ""keyword_fr"": ""dossiers médicaux""}, {""fax_number"": ""14504745564"", ""keyword_fr"": ""dossiers médicaux""}, {""fax_number"": ""14188434333"", ""keyword_fr"": ""dossiers médicaux""}]"
Monteregie,53783,LUNETTES DEPOT BROSSARD INC.,"109-1155 BOUL DE ROME, BROSSARD, QC, J4W 3J1",,Lunettes Dépôt - Brossard,Brossard,CA,QC,J4W 3J1,+1 450-923-7929,hospital,https://www.lunettes-depot.ca/?fbclid=IwAR00hAiMe6UMLvEaW8_Pl5yL4LNC-aueQeGoDdetMOIb4Cy8jsam3McS5AM,45.4564313,-73.4907731,1745808471.0,hospital,14506810052,"[{""fax_number"": ""14506810052"", ""keyword_en"": ""enquiries""}]","[{""fax_number"": ""14506810052"", ""keyword_fr"": ""dossiers médicaux""}]"
Monteregie,53789,LUNETTES VALLEYFIELD INC.,"2174 BOUL MONSEIGNEUR-LANGLOIS, SALABERRY-DE-VALLEYFIELD, QC, J6S 5R1",,Lunettes Valleyfield,Salaberry-de-Valleyfield,CA,QC,J6S 5R1,+1 450-377-8181,hospital,https://lunettesvalleyfield.sltm.ca/,45.2708326,-74.11735569999999,1745808471.0,hospital,,[],[]
Monteregie,53790,PRECIVISION CLINIQUE OPHTALMOLOGIQUE,"5155A GRANDE-ALLEE, BROSSARD, QC, J4Z 3G1",,PréciVision - Clinique Ophtalmologique de Brossard,Brossard,CA,QC,J4Z 3G1,+1 450-766-4040,hospital,https://www.precivision.ca/,45.4812053,-73.4536549,1745808471.0,hospital,15142213031,"[{""fax_number"": ""15142213031"", ""keyword_en"": ""recommendations""}]","[{""fax_number"": ""15142213031"", ""keyword_fr"": ""références""}]"
Monteregie,53794,OKO VISION,"101-30 BOUL TASCHEREAU, LA PRAIRIE, QC, J5R 5H7",,Lunetterie Oko Vision - Optométristes & Examen de la vue Brossard,Brossard,CA,QC,J5R 5H7,+1 450-444-8777,hospital,https://www.411sante.com/lunettes/monteregie/brossard-3/lunettes-brossard.htm,45.4254571,-73.48355839999999,1745808471.0,hospital,15143030706,"[{""fax_number"": ""15143030706"", ""keyword_en"": ""general inquiries, ordering contact lenses""}]","[{""fax_number"": ""15143030706"", ""keyword_fr"": ""renseignements généraux""}]"
Monteregie,53810,ROGER GOSSELIN OPTICIEN,"3119 BOUL TASCHEREAU, GREENFIELD PARK, QC, J4V 2H2",,Gosselin Roger,Longueuil,CA,QC,J4V 2H2,+1 450-465-3039,hospital,,45.4969916,-73.4844147,1745808471.0,hospital,14504656009,"[{""fax_number"": ""14504656009"", ""keyword_en"": ""referrals""}]","[{""fax_number"": ""14504656009"", ""keyword_fr"": ""références""}]"
Monteregie,53815,LUNETTES DEPOT ST-JEAN INC,"180 BOUL ST-LUC, ST-JEAN-SUR-RICHELIEU, QC, J3A 0A7",,Éconolunettes Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,CA,QC,J3A 0A7,+1 450-376-5551,hospital,https://econolunettes.com/?utm_source=google&utm_medium=GBP&utm_campaign=Website+Link,45.3417031,-73.2843409,1745808471.0,hospital,14503765552,"[{""fax_number"": ""14503765552"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14503765552"", ""keyword_fr"": ""renseignements généraux""}]"
Monteregie,53819,LE LUNETIER BROSSARD,"7515 BOUL TASCHEREAU, BROSSARD, QC, J4Y 1A2",,Le Lunetier Brossard - Opticien et examen de la vue par un Optométriste,Brossard,CA,QC,J4Y 1A2,+1 450-445-6444,hospital,https://www.lelunetier.com/succursales/brossard/,45.45685580000001,-73.4643087,1745808471.0,hospital,"14504450574,14504450574","[{""fax_number"": ""14504450574"", ""keyword_en"": ""communications g\u00e9n\u00e9rales""}, {""fax_number"": ""14504450574"", ""keyword_en"": ""communications g\u00e9n\u00e9rales""}]","[{""fax_number"": ""14504450574"", ""keyword_fr"": ""communications générales""}, {""fax_number"": ""14504450574"", ""keyword_fr"": ""communications générales""}]"
Monteregie,53820,CENTRE VISUEL BARDIER GODIN INC.,"351 BOUL GAGNE, SOREL-TRACY, QC, J3P 2T5",,Opto-Réseau - Centre visuel Bardier Godin - Sorel-Tracy,Sorel-Tracy,CA,QC,J3P 2T5,+1 450-743-1010,hospital,https://www.opto-reseau.com/cliniques/centre-visuel-bardier-godin-sorel-tracy/,46.01744,-73.1237577,1745808471.0,hospital,14507439275,"[{""fax_number"": ""14507439275"", ""keyword_en"": ""general""}]","[{""fax_number"": ""14507439275"", ""keyword_fr"": ""dossiers médicaux""}]"
Monteregie,53828,LUNETTERIE NEW LOOK BEAUHARNOIS,"534 BOUL CADIEUX, BEAUHARNOIS, QC, J6N 0R5",,Lunetterie New Look,Beauharnois,CA,QC,J6N 0R4,+1 450-977-1246,hospital,https://locations.newlook.ca/beauharnois/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=newlook-247,45.305601,-73.86407299999999,1745808471.0,hospital,15145933051,"[{""fax_number"": ""15145933051"", ""keyword_en"": ""general inquiries / administration""}]","[{""fax_number"": ""15145933051"", ""keyword_fr"": ""renseignements généraux administration""}]"
Monteregie,53831,VISIQUE DIX30,"9305 BOUL LEDUC LOCAL 40, BROSSARD, QC, J4Y 0A5",,Visique - Brossard - Dix30,Brossard,CA,QC,J4Y 0A5,+1 450-766-0717,hospital,https://visique.com/pages/visique-brossard-dix30,45.4439363,-73.438485,1745808471.0,hospital,,[],[]
Monteregie,53838,LUNETTES DEPOT ST-HYACINTHE,"2655 BOUL CASAVANT O, SAINT-HYACINTHE, QC, J2S 8B8",,Econolunettes Saint-Hyacinthe,Saint-Hyacinthe,CA,QC,J2S 8B8,+1 450-773-9025,hospital,https://econolunettes.com/?utm_source=google&utm_medium=GBP&utm_campaign=Website%20Link,45.63191339999999,-72.96955919999999,1745808471.0,hospital,14507739362,"[{""fax_number"": ""14507739362"", ""keyword_en"": ""general""}]","[{""fax_number"": ""14507739362"", ""keyword_fr"": ""renseignements généraux""}]"
Monteregie,53839,CLINIQUE VISUELLE BELOEIL,"101-515 BOUL SIR-WILFRID-LAURIER, BELOEIL, QC, J3G 4H8",,Opto-Réseau - Centre visuel de Mont St-Hilaire,Mont-Saint-Hilaire,CA,QC,J3H 3N3,+1 450-467-8543,hospital,https://www.opto-reseau.com/fr/cliniques/centre-visuel-mont-st-hilaire,45.5635232,-73.1969081,1745808471.0,hospital,14504642616,"[{""fax_number"": ""14504642616"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14504642616"", ""keyword_fr"": ""dossiers médicaux""}]"
Monteregie,53851,OKO VISION,"110-8141 BOUL COUSINEAU, SAINT-HUBERT, QC, J3Z 0G6",,Lunetterie Oko Vision - Optométristes & Examen de la vue Saint-Hubert,Longueuil,CA,QC,J3Z 0G6,+1 450-812-0333,hospital,https://www.411sante.com/lunettes/monteregie/saint-hubert-6/lunettes-saint-hubert.htm,45.4759941,-73.3806228,1745808471.0,hospital,15143030706,"[{""fax_number"": ""15143030706"", ""keyword_en"": ""general inquiries, contact lens orders""}]","[{""fax_number"": ""15143030706"", ""keyword_fr"": ""renseignements généraux""}]"
Monteregie,53854,CLINIQUE VISUELLE STE-JULIE INC.,"103-310 RUE DE MURANO, SAINTE-JULIE, QC, J3E 0C6",,IRIS Optométristes et Opticiens - Sainte-Julie,Sainte-Julie,CA,QC,J3E 0C6,+1 450-441-8970,hospital,https://iris.ca/fr/trouver-une-boutique/sainte-julie,45.584004,-73.3208807,1745808471.0,hospital,14506495004,"[{""fax_number"": ""14506495004"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14506495004"", ""keyword_fr"": ""renseignements généraux""}]"
Monteregie,53858,CLINIQUE D'OPHTALMOLOGIE BELLEVUE VAUDREUIL,"160-17 BOUL DE LA CITE-DES-JEUNES, VAUDREUIL-DORION, QC, J7V 0N3",,Clinique d'ophtalmologie Bellevue,Vaudreuil-Dorion,CA,QC,J7V 0N3,+1 514-256-0007,hospital,https://cliniquebellevue.com/,45.4143722,-74.0246137,1745808471.0,hospital,15142564966,"[{""fax_number"": ""15142564966"", ""keyword_en"": ""general inquiries / central fax for all purposes""}]","[{""fax_number"": ""15142564966"", ""keyword_fr"": ""dossiers médicaux""}]"
Monteregie,53865,OPTICAL CENTER,"144 BOUL OMER-MARCIL, SAINT-JEAN-SUR-RICHELIEU, QC, J2W 2X2",,Optométriste SAINT-JEAN-SUR-RICHELIEU - Optical Center,Saint-Jean-sur-Richelieu,CA,QC,J2W 2X2,+1 450-515-2516,hospital,https://opticien.optical-center.quebec/878-opticien-et-optometriste-saint-jean-sur-richelieu-optical-center,45.33277690000001,-73.2953357,1745808471.0,hospital,"14506813034,15146948570","[{""fax_number"": ""14506813034"", ""keyword_en"": ""medical records""}, {""fax_number"": ""15146948570"", ""keyword_en"": ""medical records""}]","[{""fax_number"": ""14506813034"", ""keyword_fr"": ""dossiers médicaux""}, {""fax_number"": ""15146948570"", ""keyword_fr"": ""dossiers médicaux""}]"
Monteregie,53873,GASNAL ET GASNAL,"478 AV SAINT-SIMON, SAINT-HYACINTHE, QC, J2S 5C2",,Gasnal & Gasnal,Saint-Hyacinthe,CA,QC,J2S 5C2,+1 450-924-0008,hospital,https://www.gasnalgasnal.com/,45.62468080000001,-72.9453472,1745808471.0,hospital,,[],[]
Monteregie,53883,VIZU-L LUNETTERIE CREATIVE,"1260 BOUL DE LA MAIRIE, SAINT-JEAN-SUR-RICHELIEU, QC, J2W 2R5",,Vizu-L Lunetterie Créative,Saint-Jean-sur-Richelieu,CA,QC,J2W 2R5,+1 450-515-0899,hospital,https://vizu-l.com/,45.35655,-73.296621,1745808471.0,hospital,,[],[]
Monteregie,53884,LE LUNETIER CHAMBLY INC.,"881 BOUL DE PERIGNY, CHAMBLY, QC, J3L 1W5",,Le Lunetier Chambly - Opticien et examen de la vue par un Optométriste,Chambly,CA,QC,J3L 1W5,+1 450-447-2403,hospital,https://www.lelunetier.com/succursales/chambly/,45.4539535,-73.3013971,1745808471.0,hospital,14504450574,"[{""fax_number"": ""14504450574"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14504450574"", ""keyword_fr"": ""renseignements généraux - emplacement de Brossard""}]"
Monteregie,54005,COOP. DE SOLIDARITE DE SANTE DE LA MRC D'ACTON,"755 RUE DE ROXTON, ACTON VALE, QC, J0H 1A0",,Health Cooperative in Acton,Acton Vale,CA,QC,J0H 1A0,+1 450-546-3245,hospital,http://coopsanteacton.ca/,45.6450255,-72.57111590000001,1745808471.0,hospital,14505464720,"[{""fax_number"": ""14505464720"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14505464720"", ""keyword_fr"": ""renseignements généraux""}]"
Monteregie,54051,CLINIQUE MEDI-VAL,"100-408 RUE JEANNE-MANCE, SALABERRY-DE-VALLEYFIELD, J6T 4G1",,Clinique Médi-Val,Salaberry-de-Valleyfield,CA,QC,J6T 4G1,+1 450-370-3387,hospital,http://medival.ca/,45.2426477,-74.1253883,1745808471.0,hospital,"14503703395,14503701201","[{""fax_number"": ""14503703395"", ""keyword_en"": ""clinic operations""}, {""fax_number"": ""14503701201"", ""keyword_en"": ""pharmacy operations""}]","[{""fax_number"": ""14503703395"", ""keyword_fr"": ""dossiers médicaux""}, {""fax_number"": ""14503701201"", ""keyword_fr"": ""renseignements généraux""}]"
Monteregie,54052,CLINIQUE DES DRS LAREAU ET LAROUCHE,"225-30 AV DU CENTENAIRE, SALABERRY-DE-VALLEYFIELD, QC, J6S 5X4",,Hâvre-Santé Medical Clinic,Salaberry-de-Valleyfield,CA,QC,J6S 4Z5,+1 450-371-6444,hospital,http://www.havresante.com/,45.2659898,-74.12659219999999,1745808471.0,hospital,14503715315,"[{""fax_number"": ""14503715315"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14503715315"", ""keyword_fr"": ""dossiers médicaux""}]"
Monteregie,54066,CENTRE MEDICAL HUNTINGDON,"204-60 RUE F.-CLEYN, HUNTINGDON, QC, J0S 1H0",,Medical Center Huntingdon,Huntingdon,CA,QC,J0S 1H0,+1 450-264-6101,hospital,https://complexedesantehuntingdon.ca/fr/centre-medical-huntingdon/,45.09413139999999,-74.17759699999999,1745808471.0,hospital,14502646124,"[{""fax_number"": ""14502646124"", ""keyword_en"": ""administration""}]","[{""fax_number"": ""14502646124"", ""keyword_fr"": ""administration""}]"
Monteregie,54067,CLINIQUE MEDICALE SAINT-CHRYSOSTOME,"23 RANG STE-ANNE, SAINT-CHRYSOSTOME, QC, J0S 1R0",,CLSC Saint-Chrysostome,Saint-Chrysostome,CA,QC,J0S 1R0,+1 450-826-3161,hospital,https://www.santemonteregie.qc.ca/installations/clsc-de-saint-chrysostome-saint-chrysostome-clsc,45.1056016,-73.76226419999999,1745808471.0,hospital,14508264239,"[{""fax_number"": ""14508264239"", ""keyword_en"": ""CLSC of Saint-Chrysostome general use""}]","[{""fax_number"": ""14508264239"", ""keyword_fr"": ""dossiers médicaux""}]"
Monteregie,54073,CLINIQUE MEDICALE DU RICHELIEU INC.,"200-500 BOUL MARIE-VICTORIN, SOREL-TRACY, QC, J3R 1K7",,Clinique Médicale du Richelieu,Sorel-Tracy,CA,QC,J3R 1K7,+1 450-742-5638,hospital,,46.0396808,-73.1241562,1745808471.0,hospital,14507420995,"[{""fax_number"": ""14507420995"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14507420995"", ""keyword_fr"": ""renseignements généraux""}]"
Monteregie,54074,CLINIQUE MEDICALE SAINT-LAURENT,"202-500 BOUL MARIE-VICTORIN, SOREL-TRACY, QC, J3R 1K7",,G M F Richelieu St-Laurent,Sorel-Tracy,CA,QC,J3R 1K7,+1 450-742-5638,hospital,https://gmfrichelieu.com/,46.0397071,-73.1240214,1745808471.0,hospital,14507429795,"[{""fax_number"": ""14507429795"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14507429795"", ""keyword_fr"": ""renseignements généraux""}]"
Monteregie,54094,CLINIQUE MEDICALE DES TROIS LACS,"300-65 BOUL DE LA CITE-DES-JEUNES, VAUDREUIL-DORION, QC, J7V 8C1",,Trois Lacs Medical Center,Vaudreuil-Dorion,CA,QC,J7V 8C1,+1 450-455-3322,hospital,http://www.gmfdestroislacs.ca/,45.40319969999999,-74.0372421,1745808471.0,hospital,14504550756,"[{""fax_number"": ""14504550756"", ""keyword_en"": ""general communications""}]","[{""fax_number"": ""14504550756"", ""keyword_fr"": ""dossiers médicaux""}]"
Monteregie,54095,POLYCLINIQUE MEDICALE VAUDREUIL,"10-600 BOUL HARWOOD, VAUDREUIL-DORION, QC, J7V 6A3",,Polyclinique Médicale Vaudreuil Inc.,Vaudreuil-Dorion,CA,QC,J7V 6A3,+1 450-455-9301,hospital,https://www.polycliniquemedicalevaudreuil.com/,45.37701009999999,-74.0230637,1745808471.0,hospital,"14504558964,14504559549","[{""fax_number"": ""14504558964"", ""keyword_en"": ""clinic general fax""}, {""fax_number"": ""14504559549"", ""keyword_en"": ""uso administrativo/cl\u00ednico""}]","[{""fax_number"": ""14504558964"", ""keyword_fr"": ""clinique générale télécopie""}, {""fax_number"": ""14504559549"", ""keyword_fr"": ""dossiers médicaux""}]"
Monteregie,54096,CLINIQUE MEDICALE MEDICENTRE PINCOURT,"88 5E AVENUE, PINCOURT, QC, J7W 5K7",,Centre de Santé Médicentre Pincourt,Pincourt,CA,QC,J7V 5K7,+1 514-425-1000,hospital,http://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=50474,45.381415,-73.9927739,1745808471.0,hospital,15144251288,"[{""fax_number"": ""15144251288"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""15144251288"", ""keyword_fr"": ""renseignements généraux""}]"
Monteregie,54097,CENTRE DE SANTE RIGAUD,"1 RUE DE L'HOTEL DE VILLE, RIGAUD, QC, J0P 1P0",,Rigaud Health Center,Rigaud,CA,QC,J0P 1P0,+1 450-451-5336,hospital,https://bonjour-sante.ca/uno/clinique/cdesderigaud,45.476377,-74.3044664,1745808471.0,hospital,"18197633258,14504515214","[{""fax_number"": ""18197633258"", ""keyword_en"": ""general""}, {""fax_number"": ""14504515214"", ""keyword_en"": ""general""}]","[{""fax_number"": ""18197633258"", ""keyword_fr"": ""général""}, {""fax_number"": ""14504515214"", ""keyword_fr"": ""général""}]"
Monteregie,54107,CLINIQUE MEDICALE HAVRE-SANTE,"521 BOUL DU HAVRE, SALABERRY-DE-VALLEYFIELD, QC, J6S 4Z5",,Hâvre-Santé Medical Clinic,Salaberry-de-Valleyfield,CA,QC,J6S 4Z5,+1 450-371-6444,hospital,http://www.havresante.com/,45.2659898,-74.12659219999999,1745808471.0,hospital,14503715315,"[{""fax_number"": ""14503715315"", ""keyword_en"": ""general administrative purposes""}]","[{""fax_number"": ""14503715315"", ""keyword_fr"": ""fins administratives générales""}]"
Monteregie,54108,CLINIQUE MEDICALE SAINT-ZOTIQUE,"681 RUE PRINCIPALE, SAINT-ZOTIQUE, QC, J0P 1Z0",,Dr. Denise Poirier & Dr Chi Lan Nguyen,Saint-Zotique,CA,QC,J0P 1Z0,+1 450-267-3535,hospital,,45.2491383,-74.2331074,1745808471.0,hospital,14502678632,"[{""fax_number"": ""14502678632"", ""keyword_en"": ""general""}]","[{""fax_number"": ""14502678632"", ""keyword_fr"": ""renseignements généraux""}]"
Monteregie,54109,CENTRE MEDICAL DE LA MONTAGNE,"207-468 BOUL SIR-WILFRID-LAURIER, MONT-SAINT-HILAIRE, QC, J3H 6K3",,Faubourg Medical Clinic,Mont-Saint-Hilaire,CA,QC,J3H 4X6,+1 450-813-9222,hospital,,45.56971819999999,-73.1789649,1745808471.0,hospital,14504641779,"[{""fax_number"": ""14504641779"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14504641779"", ""keyword_fr"": ""renseignements généraux""}]"
Monteregie,54110,CLINIQUE MEDICALE DE LA RIVE,"169 PRINCE-ALBERT, OTTERBURN PARK, QC, J3H 1L4",,Clinique Médicale de la Rive,Otterburn Park,CA,QC,J3H 1L4,+1 450-446-7333,hospital,http://www.gmfdelarive.ca/,45.542995,-73.214019,1745808471.0,hospital,14504463420,"[{""fax_number"": ""14504463420"", ""keyword_en"": ""general""}]","[{""fax_number"": ""14504463420"", ""keyword_fr"": ""dossiers médicaux""}]"
Monteregie,54114,CLINIQUE ROBITAILLE ET LECOMPTE,"70 RUE O KEEFE, SALABERRY-DE-VALLEYFIELD, QC, J6S 5C6",,Clinique Dr Lecompte et Robitaille,Salaberry-de-Valleyfield,CA,QC,J6S 5C6,+1 450-371-5412,hospital,,45.274185,-74.0920031,1745808471.0,hospital,,[],[]
