region,code,name,address,categories,id,admin_user_id,locality,country,administrative_area_level_1,administrative_area_level_2,international_phone_number,fax_number,type,website,latitude,longitude,added_time,place_type,is_fax_enabled
Laval,31137,TOMO CONCORDE 2010 INC.,"300 BOUL DE LA CONCORDE E, LAVAL, QC, H7G 2E6",,,,,,,,,,,,,,,,
Laval,31152,MEDVUE CARREFOUR,"503-3030 BOUL LE CARREFOUR, LAVAL, QC, H7T 2P5",,,,,,,,,,,,,,,,
Laval,31153,RESO-MEDIC,"110-1575 BOUL DE L'AVENIR, LAVAL, QC, H7S 2N5",,,,,,,,,,,,,,,,
Laval,31170,MEDVUE CONCORDE,"300 BOUL DE LA CONCORDE E, LAVAL, QC, H7G 2E6",,,,,,,,,,,,,,,,
Laval,31174,IMAGIX-RADIOLOGIE SAINTE-DOROTHEE,"A-3 BOUL SAMSON, LAVAL, QC, H7X 3S5",,,,,,,,,,,,,,,,
Laval,31181,IMAGIX - RADIOLOGIE 440,"135-4650 DESSERTE SUD - A440, LAVAL, QC, H7T 2Z8",,,,,,,,,,,,,,,,
Laval,32022,CLINIQUE CHIRURGICALE DE LAVAL,"120-4650 DESSERTE S AUTOROUTE 440 OUEST, LAVAL, QC, H7T 2Z8",,ChIJn7n3cpGSIE0RifCVQaeDISY,,Amos,CA,QC,J9T 2S1,+1 819-732-6972,,hospital,http://www.gmfuleseskers.ca/,48.57488719999999,-78.12689929999999,1745782710,hospital,0
Laval,32025,CENTRE DE PHYSIATRIE VAL DES ARBRES,"500-1600 BOUL ST-MARTIN E TOUR A, LAVAL, QC, H7G 4R8",,ChIJyZZW4iT1lUwRw78GNiV8XEg,,Trois-Pistoles,CA,QC,G0L 4K0,+1 418-851-1111,,hospital,https://www.cisss-bsl.gouv.qc.ca/,48.1327438,-69.1593704,1745782710,hospital,0
Laval,32030,CLINIQUE ORTHOPEDIQUE DUVAL,"1487 BOUL DES LAURENTIDES, LAVAL, QC, H7M 2Y3",,,,,,,,,,,,,,,,
Laval,34003,CENTRE D'INTERVENTIONS SPINALES DE LAVAL,"500-1600 BOUL SAINT-MARTIN E TOUR A, LAVAL, QC, H7G 4R8",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Laval,40440,HOPITAL DE LA CITE-DE-LA-SANTE,"1755 RENE LAENNEC, LAVAL, QC, H7M 3L9",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Laval,40441,HOPITAL DE LA CITE-DE-LA-SANTE,"1755 RENE LAENNEC, LAVAL, QC, H7M 3L9",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Laval,40446,HOPITAL DE LA CITE-DE-LA-SANTE,"1755 RENE LAENNEC, LAVAL, QC, H7M 3L9",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Laval,48490,CLSC ET CHSLD SAINTE-ROSE,"280 BOUL ROI-DU-NORD, LAVAL, QC, H7L 4L2",,ChIJc_hfxn6tIE0Rz6wItmfvifM,,Malartic,CA,QC,J0Y 1Z0,+1 819-825-5858,,hospital,https://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=954,48.14122889999999,-78.1286676,1745782710,hospital,0
Laval,48540,MAISON DE SOINS PALLIATIFS DE LA SERENITE DE LAVAL,"655 AV BELLEVUE, LAVAL, QC, H7C 0A8",,ChIJu6VhcMpAvkwRTsl147rRgdk,,Rivière-du-Loup,CA,QC,G5R 4E1,+1 418-860-0240,,pharmacy,https://maisondesjardins.com/,47.8183249,-69.538021,1745782710,pharmacy,0
Laval,51011,DENTACLUB,"4439 BOUL SAMSON, LAVAL, QC, H7W 2G8",,,,,,,,,,,,,,,,
Laval,51025,DENTA PURE CLINIQUE D'HYGIENE DENTAIRE,"M-102-3030 BOUL LE CARREFOUR, LAVAL, QC, H7T 2P5",,ChIJHZ60leFT30wR2SiZAZnA1KY,,Val-d'Or,CA,QC,J9P 1S2,+1 819-443-4158,,hospital,https://www.noemieroy-hd.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11114864552978627084,48.1008612,-77.7796655,1745782710,hospital,0
Laval,51026,ATELIER HYGIENE DENTAIRE,"1449 BOUL ELISABETH, LAVAL, QC, H7W 3K2",,,,,,,,,,,,,,,,
Laval,51031,CLINIQUE D'HYGIENE DENTAIRE CLEANIK HD,"335 BOUL CURE-LABELLE, LAVAL, QC, H7P 2P2",,ChIJHZ60leFT30wR2SiZAZnA1KY,,Val-d'Or,CA,QC,J9P 1S2,+1 819-443-4158,,hospital,https://www.noemieroy-hd.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11114864552978627084,48.1008612,-77.7796655,1745782710,hospital,0
Laval,51162,POLYCLINIQUE CONCORDE,"300 BOUL DE LA CONCORDE E, LAVAL, QC, H7G 2E6",,,,,,,,,,,,,,,,
Laval,51242,CENTRE DENTAIRE CARREFOUR LAVAL,"2525 BOUL DANIEL-JOHNSON, LAVAL, QC, H7T 1S9",,,,,,,,,,,,,,,,
Laval,52378,OPTIQUE DOYLE ET LEDUC INC.,"600 MONTEE DUMOULIN, LAVAL, QC, H7A 1Z6",,,,,,,,,,,,,,,,
Laval,52379,MICHEL VERDON OPTICIEN,"4592 BOUL LEVESQUE, LAVAL, QC, H7C 1M6",,,,,,,,,,,,,,,,
Laval,52380,"F, FARHAT","4474 BOUL DE LA CONCORDE E, LAVAL, QC, H7C 2R4",,,,,,,,,,,,,,,,
Laval,52381,GUY CHAUSSE OPTOMETRISTE,"1110 BOUL VANIER, LAVAL, QC, H7C 2R8",,,,,,,,,,,,,,,,
Laval,52382,HAKIM OPTICIEN,"3100 BOUL DE LA CONCORDE E, LAVAL, QC, H7E 2B8",,,,,,,,,,,,,,,,
Laval,52383,MONSIEUR MICHEL LAPOINTE,"3507 BOUL DE LA CONCORDE, LAVAL, QC, H7E 2C6",,,,,,,,,,,,,,,,
Laval,52384,CELINE MARCHAND OPTOMETRISTE,"75 BOUL DES LAURENTIDES, LAVAL, QC, H7G 2T2",,,,,,,,,,,,,,,,
Laval,52386,GERARD GAUTHIER ET RAOUF HAKIM,"1950 BOUL DE LA CONCORDE E, LAVAL, QC, H7G 2C7",,,,,,,,,,,,,,,,
Laval,52387,TURCOT ET OLIVIER OPTOMETRISTES,"256 DE LA CONCORDE E, LAVAL, QC, H7G 2E4",,,,,,,,,,,,,,,,
Laval,52389,CHARTRAND ET DURAND,"5791 BOUL DES LAURENTIDES, AUTEUIL, QC, H7K 2K5",,,,,,,,,,,,,,,,
Laval,52391,PIERRE TARDIF OPTOMETRISTE,"525 BOUL SAINT-MARTIN O, LAVAL, QC, H7M 1Y9",,,,,,,,,,,,,,,,
Laval,52392,IRIS CLINIQUE D OPTOMETRIE DE VIMONT,"2179 BOUL DES LAURENTIDES, LAVAL, QC, H7K 2J3",,ChIJn7n3cpGSIE0RifCVQaeDISY,,Amos,CA,QC,J9T 2S1,+1 819-732-6972,,hospital,http://www.gmfuleseskers.ca/,48.57488719999999,-78.12689929999999,1745782710,hospital,0
Laval,52393,VISION MARIETTE DORVAL,"2-2065 BOUL DES LAURENTIDES, LAVAL, QC, H7M 4M2",,,,,,,,,,,,,,,,
Laval,52394,L'AIRE VISUELLE OPTOMETRISTES,"102-380 BOUL DAGENAIS E, LAVAL, QC, H7M 5H4",,,,,,,,,,,,,,,,
Laval,52395,MARC GAGNON OPTOMETRISTE,"378 BOUL CARTIER, LAVAL, QC, H7N 2K2",,,,,,,,,,,,,,,,
Laval,52396,ANDRE VIGEANT OPTOMETRISTE,"165 LAVOISIER, LAVAL, QC, H7N 3J5",,,,,,,,,,,,,,,,
Laval,52398,CENTRE DU VERRE DE CONTACT DE LAVAL,"3151 BOUL DAGENAIS O, LAVAL, QC, H7P 1T8",,ChIJK40IRaJBJk0RFifVvlYtO9s,,Ville-Marie,CA,QC,J9V 1W8,+1 819-629-2420,,hospital,https://www.cisss-at.gouv.qc.ca/,47.33327469999999,-79.44437010000001,1745782710,hospital,0
Laval,52399,LES CENTRES VISUELS PAGE & HARVEY,"3526 BOUL DAGENAIS O, LAVAL, QC, H7P 1V7",,,,,,,,,,,,,,,,
Laval,52400,CLINIQUE D'OPTOMETRIE FABREVILLE INC,"201-327 BOUL LABELLE, LAVAL, QC, H7P 2P2",,ChIJlZkCWQZT30wRkgWMYIspJXc,,Val-d'Or,CA,QC,J9P 3S1,+1 819-825-2222,,hospital,https://www.physiovd.com/,48.10486589999999,-77.7864322,1745782710,hospital,0
Laval,52401,CLINIQUE DU VERRE DE CONTACT DE LAVAL,"444 BOUL CURE LABELLE, LAVAL, QC, H7P 4W7",,ChIJK40IRaJBJk0RFifVvlYtO9s,,Ville-Marie,CA,QC,J9V 1W8,+1 819-629-2420,,hospital,https://www.cisss-at.gouv.qc.ca/,47.33327469999999,-79.44437010000001,1745782710,hospital,0
Laval,52402,OPTIQUE MULTIVISIONS,"3535 AUT LAVAL O, LAVAL, QC, H7P 5G9",,,,,,,,,,,,,,,,
Laval,52403,BRETON HAINS OPTOMETRISTES,"114-380 BOUL CURE LABELLE, LAVAL, QC, H7P 5L3",,,,,,,,,,,,,,,,
Laval,52404,OPTI-CLUB LAVAL,"2999 AUT LAVAL O, LAVAL, QC, H7P 5P4",,,,,,,,,,,,,,,,
Laval,52407,GREICHE ET SCAFF,"1600 BOUL LE CORBUSIER, LAVAL, QC, H7S 1Y9",,ChIJk4zSNAJT30wR23azOBVPBe8,,Val-d'Or,CA,QC,J9P 5K1,+1 819-874-8055,,hospital,https://www.greiche-scaff.com/fr/stores/store/index/id/347/,48.095332,-77.8261741,1745782710,hospital,0
Laval,52408,M.J. LEBLANC,"1435 BOUL SAINT-MARTIN O, LAVAL, QC, H7S 2C6",,,,,,,,,,,,,,,,
Laval,52409,ZEIDEL ET PINSKY,"34D-3035 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C8",,,,,,,,,,,,,,,,
Laval,52410,F. FARHAT,"3244 SAINT-MARTIN O, LAVAL, QC, H7T 1A1",,,,,,,,,,,,,,,,
Laval,52411,SIMONE GREICHE,"3195 BOUL SAINT-MARTIN O, LAVAL, QC, H7T 1A3",,,,,,,,,,,,,,,,
Laval,52412,CENTRE D'OPTIQUE SEARS A LAVAL,"3005 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C7",,,,,,,,,,,,,,,,
Laval,52413,GREICHE & SCAFF,"14L-3035 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C8",,ChIJk4zSNAJT30wR23azOBVPBe8,,Val-d'Or,CA,QC,J9P 5K1,+1 819-874-8055,,hospital,https://www.greiche-scaff.com/fr/stores/store/index/id/347/,48.095332,-77.8261741,1745782710,hospital,0
Laval,52414,RENEE D'ASTOUS OPTOMETRISTE,"1134 BOUL CURE LABELLE, LAVAL, QC, H7V 2V5",,,,,,,,,,,,,,,,
Laval,52415,P. LAVON-NICOPOULOS,"673 BOUL CURE LABELLE, LAVAL, QC, H7V 2T8",,,,,,,,,,,,,,,,
Laval,52416,RODRIGUE & MELANCON,"100-1600 BOUL CURE LABELLE, LAVAL, QC, H7V 2W2",,,,,,,,,,,,,,,,
Laval,52417,"DUGUAY, HUDON, MURPHY OPTOMETRISTES","2155 BOUL CURE LABELLE, LAVAL, QC, H7T 1R3",,,,,,,,,,,,,,,,
Laval,52418,GERALD I. AVERTICK OPTOMETRISTE,"3-4375 BOUL NOTRE-DAME, LAVAL, QC, H7W 1T4",,,,,,,,,,,,,,,,
Laval,52419,LUCILE R. DESCHAMPS OPTOMETRISTE,"4780 BOUL SAMSON, LAVAL, QC, H7W 2H7",,,,,,,,,,,,,,,,
Laval,52420,CLINIQUE D'OPTOMETRIE STE-DOROTHEE,"270 BOUL SAMSON, LAVAL, QC, H7X 2Y9",,,,,,,,,,,,,,,,
Laval,52772,LUC PELLETIER OPTOMETRISTE,"2170 MARC, LAVAL, QC, H7K 1N3",,,,,,,,,,,,,,,,
Laval,52773,SALON D'OPTIQUE EATON,"3015 BOUL LE CARRFOUR, LAVAL, QC, H7T 1C7",,,,,,,,,,,,,,,,
Laval,52827,POLYCLINIQUE MEDICALE CONCORDE,"300 BOUL DE LA CONCORDE E, LAVAL, QC, H7G 2E6",,,,,,,,,,,,,,,,
Laval,52862,FRANCINE JARRY OPTOMETRISTE,"305-3860 NOTRE-DAME, LAVAL, QC, H7V 1S1",,,,,,,,,,,,,,,,
Laval,52867,RAYMOND ET COTE OPTICIENS,"1888 DES BECS SCIES, SAINTE-ROSE, QC, H7L 5N4",,ChIJ1_R5AKBBJk0RkoR4_gCujNA,,Ville-Marie,CA,QC,J9V 1J3,+1 819-622-0909,,hospital,https://iris.ca/fr/trouver-une-boutique/ville-marie,47.3343723,-79.4364775,1745782710,hospital,0
Laval,52887,CENTRE VISUEL DUVERNAY,"2995 BOUL DE LA CONCORDE E, LAVAL, QC, H7E 2B5",,ChIJV_iVLYqSIE0R4rx5xr2_xug,,Amos,CA,QC,J9T 1H2,+1 819-732-6831,,hospital,http://centrevisueldeseskers.com/,48.57213499999999,-78.114401,1745782710,hospital,0
Laval,52919,LA BAIE RAYON D'OPTIQUE LE CARREFOUR,"3045 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C7",,,,,,,,,,,,,,,,
Laval,52928,PIERRE BANNON O.D.,"538 AV AMPERE, LAVAL, QC, H7N 5H6",,,,,,,,,,,,,,,,
Laval,52934,CLINIQUE D'OPTOMETRIE CHOMEDY,"800 BOUL CHOMEDY, LAVAL, QC, H7V 3Y4",,,,,,,,,,,,,,,,
Laval,52952,BERNARD LAFORTUNE O.D.,"85 DU PONT-VIAU, LAVAL, QC, H7N 2Y2",,,,,,,,,,,,,,,,
Laval,53165,DAVID D. ROSNER OPTOMETRISTE,"3047-1660 LE COURBUSIER, LAVAL, QC, H7S 1Y8",,,,,,,,,,,,,,,,
Laval,53171,IRIS STE-ROSE 9043 4770 QC INC.,"23-550 CURE LABELLE, SAINTE-ROSE, QC, H7L 4V6",,,,,,,,,,,,,,,,
Laval,53181,LUNETTERIE F. FARHAT,"2104 BOUL DES LAURENTIDES, LAVAL, QC, H7M 2Y6",,,,,,,,,,,,,,,,
Laval,53207,IRIS STE-DOROTHEE,"102-31 BOUL SAMSON, LAVAL, QC, H7X 3S5",,,,,,,,,,,,,,,,
Laval,53247,BUREAU DE LOUISE TRUDEAU O.D.,"3071 CONCORDE E, LAVAL, QC, H7E 2C1",,,,,,,,,,,,,,,,
Laval,53296,CLINIQUE D'OPTOMETRIE MARILYN PIERRE-ANTOINE,"5445 VAL DES BRISES, LAVAL, QC, H7E 0A4",,,,,,,,,,,,,,,,
Laval,53366,LES SERVICES VISUELS BEAU REGARD,"3400 BOUL SAINTE-ROSE, LAVAL, QC, H7R 5E8",,,,,,,,,,,,,,,,
Laval,53377,IRIS,"R11-3035 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C8",,ChIJlfXF0aTZlUwRNJ6jYnYgoIo,,Rimouski,CA,QC,G5L 5K3,+1 418-723-3436,,hospital,https://iris.ca/fr/trouver-une-boutique/rimouski,48.4448375,-68.5171034,1745782710,hospital,0
Laval,53379,CLINIQUE D'OPTOMETRIE FRANCIS BERGERON,"100-1125 BOUL SAINT-MARTIN O, LAVAL, QC, H7S 1M8",,,,,,,,,,,,,,,,
Laval,53405,LUNETTERIE F. FARHAT STE-DOROTHEE,"61 BOUL SAMSON, LAVAL, QC, H7X 3E6",,,,,,,,,,,,,,,,
Laval,53411,F. FARHAT LUNETTERIE,"2121 CURE LABELLE, LAVAL, QC, H7T 1L4",,,,,,,,,,,,,,,,
Laval,53412,LUNETTERIE NEW LOOK,"100-650 DESSERTE OUEST MEGA CENTRE, LAVAL, QC, H7X 3S9",,,,,,,,,,,,,,,,
Laval,53440,VISION COSSSETTE,"1775 AV PIERRE-PELADEAU, LAVAL, QC, H7T 2Y5",,,,,,,,,,,,,,,,
Laval,53445,GREICHE ET SCAFF,"2B-1018 BOUL CHOMEDY, LAVAL, QC, H7X 4C9",,ChIJk4zSNAJT30wR23azOBVPBe8,,Val-d'Or,CA,QC,J9P 5K1,+1 819-874-8055,,hospital,https://www.greiche-scaff.com/fr/stores/store/index/id/347/,48.095332,-77.8261741,1745782710,hospital,0
Laval,53466,CENTRE VISUEL ZELLERS MEGACENTRE STE-DOROTHEE,"1160 AUT DESSERTE OUEST 13, LAVAL, QC, H7X 4C9",,ChIJV_iVLYqSIE0R4rx5xr2_xug,,Amos,CA,QC,J9T 1H2,+1 819-732-6831,,hospital,http://centrevisueldeseskers.com/,48.57213499999999,-78.114401,1745782710,hospital,0
Laval,53471,CENTRE OPTIQUE,"5205 VAL-DES-BRISES, LAVAL, QC, H7E 0A3",,,,,,,,,,,,,,,,
Laval,53485,OPTIQUE LAURIER,"2605 DANIEL-JOHNSON, LAVAL, QC, H7T 1S8",,,,,,,,,,,,,,,,
Laval,53523,3189 - WAL-MART (LAVAL-WEST),"700 AUT CHOMEDEY O, LAVAL, QC, H7X 3S9",,,,,,,,,,,,,,,,
Laval,53530,VISION DE L'AVENIR,"1700 SAINT-MARTIN O, LAVAL, QC, H7S 1M9",,,,,,,,,,,,,,,,
Laval,53562,LUNETTERIE F. FARHAT,"830 BOUL LE CORBUSIER, LAVAL, QC, H7N 6J5",,,,,,,,,,,,,,,,
Laval,53636,OPTIQUE LAVAL,"2401 BOUL CURE-LABELLE, LAVAL, QC, H7T 1R3",,,,,,,,,,,,,,,,
Laval,53652,BAR A LUNETTES MARIESOPHIE DION,"3240 BOUL CURE-LABELLE, LAVAL, QC, H7P 0H9",,,,,,,,,,,,,,,,
Laval,53656,OPTIQUE VITAL INC,"1661 BOUL DANIEL JOHNSON, LAVAL, QC, H7V 4C2",,,,,,,,,,,,,,,,
Laval,53664,INSTITUT OCULAIRE DE LAVAL INC,"602-3030 BOUL LE CARREFOUR, LAVAL, QC, H7T 2P5",,ChIJlZkCWQZT30wRkgWMYIspJXc,,Val-d'Or,CA,QC,J9P 3S1,+1 819-825-2222,,hospital,https://www.physiovd.com/,48.10486589999999,-77.7864322,1745782710,hospital,0
Laval,53681,CLINIQUE VISUELLE SAINTE-ROSE,"202 BOUL SAINTE-ROSE, LAVAL, QC, H7L 1L6",,ChIJxRjl1rP_lkwREAu5DDoYnYQ,,Amqui,CA,QC,G5J 3G2,+1 418-629-5873,,hospital,,48.4642326,-67.4335526,1745782710,hospital,0
Laval,53703,CLINIQUE D'OPHTALMOLOGIE COI LAVAL INC.,"1105-3030 BOUL LE CARREFOUR, LAVAL, QC, H7T 2P5",,,,,,,,,,,,,,,,
Laval,53708,OPTO C&G,"C1-3035 BOUL DU CARREFOUR, LAVAL, QC, H7T 1C8",,,,,,,,,,,,,,,,
Laval,53723,CLINIQUE DES YEUX DE LAVAL,"D-254 CURE-LABELLE, LAVAL, QC, H7L 3A2",,ChIJRYnrMgAzIU0RgjTZQP2PuNk,,Rouyn-Noranda,CA,QC,J9X 0G8,+1 873-475-0168,,pharmacy,,48.238421,-78.98974199999999,1745782710,pharmacy,0
Laval,53730,LOPTICIEN.CA,"39-1600 BOUL LE CORBUSIER, LAVAL, QC, H7S 1Y9",,,,,,,,,,,,,,,,
Laval,53736,ECONOLUNETTES LAVAL,"3354 BOUL SAINT-MARTIN O, LAVAL, QC, H7T 1A1",,,,,,,,,,,,,,,,
Laval,53740,KW OPTIQUE INC. CHOMEDEY,"2075 BOUL CHOMEDEY, LAVAL, QC, H7T 0B2",,,,,,,,,,,,,,,,
Laval,53750,CLINIQUE D'OPHTALMOLOGIE BELLEVUE LAVAL,"1685 RUE FLEETWOOD, LAVAL, QC, H7N 4B2",,,,,,,,,,,,,,,,
Laval,53793,CURYEUX OPTOMETRISTES LAVAL INC.,"3095 AUTOROUTE JEAN-NOEL-LAVOIE, LAVAL, QC, H7P 4W5",,,,,,,,,,,,,,,,
Laval,53809,LUNETTES DEPOT LAVAL INC,"5300 BOUL ST-MARTIN, LAVAL, QC, H7T 2X8",,,,,,,,,,,,,,,,
Laval,53823,K.W. OPTIQUE INC.,"401 BOUL CURE-LABELLE, ROSEMERE, QC, J7A 3T2",,,,,,,,,,,,,,,,
Laval,53824,OPTIQUE HARMONIE,"4371 BOUL NOTRE-DAME, LAVAL, QC, H7W 1T3",,,,,,,,,,,,,,,,
Laval,53837,ACUITIS QUEBEC INC,"B003B-3035 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C8",,,,,,,,,,,,,,,,
Laval,53857,OPTICAL CENTER,"1795 BOUL SAINT-MARTIN O, LAVAL, QC, H7S 1N2",,,,,,,,,,,,,,,,
Laval,53863,OSCAR WYLEE,"R044B-3003 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C7",,,,,,,,,,,,,,,,
Laval,53867,LES BRANCHES LUNETTERIE CHOMEDEY/LAVAL,"3040 BOUL CURE-LABELLE, LAVAL, QC, H7P 0H9",,,,,,,,,,,,,,,,
Laval,53870,PARADE LUNETTERIE,"130-755 BOUL LE CORBUSIER, LAVAL, QC, H7N 0G5",,,,,,,,,,,,,,,,
Laval,53897,VISION NOUR INC.,"C36-1550 BOUL DANIEL-JOHNSON, LAVAL, QC, H7V 3V7",,,,,,,,,,,,,,,,
Laval,54089,CENTRE MEDICAL LAVAL,"1110 BOUL VANIER, LAVAL, QC, H7C 2R8",,ChIJZxf0-wozIU0R2Oiqe-hczZw,,Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745782710,hospital,0
Laval,54101,GMF CONCORDE,"300 BOUL DE LA CONCORDE E, LAVAL, QC, H7G 2E6",,,,,,,,,,,,,,,,
Laval,54158,CLINIQUE MEDICALE SAINTE-DOROTHEE,"102-1 BOUL SAMSON, LAVAL, QC, H7X 3S5",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Laval,54222,POLYCLINIQUE MEDICALE FABREVILLE,"380 BOUL CURE-LABELLE, FABREVILLE, QC, H7P 5L3",,,,,,,,,,,,,,,,
Laval,54321,CLINIQUE MEDICALE SAINTE-ROSE,"254 CURE-LABELLE BLVD, LAVAL, QC, H7L 3A2",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Laval,54330,BUREAU DES DRS GILLES ET PIERRE LIBOIRON,"378 BOUL CARTIER O, LAVAL, QC, H7N 2K2",,ChIJRYnrMgAzIU0RgjTZQP2PuNk,,Rouyn-Noranda,CA,QC,J9X 0G8,+1 873-475-0168,,pharmacy,,48.238421,-78.98974199999999,1745782710,pharmacy,0
Laval,54383,CLINIQUE MEDICALE ROSE DES VENTS,"3498 BOUL STE-ROSE, LAVAL, QC, H7P 4K7",,ChIJ7RTqVhZT30wR5W5KfWE87w8,,Val-d'Or,CA,QC,J9P 4T2,+1 819-825-8464,,hospital,,48.09144819999999,-77.7996847,1745782710,hospital,0
Laval,54407,BUREAU DU DRE DANIELLE VOYER,"202-4707 BOUL DES LAURENTIDES, VIMONT, QC, H7K 3G4",,,,,,,,,,,,,,,,
Laval,54410,BUREAU DU DR H NICOLAS INC,"140-1200 BOUL CHOMEDEY, LAVAL, QC, H7V 3Z3",,,,,,,,,,,,,,,,
Laval,54418,BUREAU DU DR PERRON ET AL.,"215-1600 BOUL CURE-LABELLE, LAVAL, QC, H7V 2W2",,ChIJK40IRaJBJk0RFifVvlYtO9s,,Ville-Marie,CA,QC,J9V 1W8,+1 819-629-2420,,hospital,https://www.cisss-at.gouv.qc.ca/,47.33327469999999,-79.44437010000001,1745782710,hospital,0
Laval,54425,CENTRE MEDICAL JOLIBOURG,"649-1271 BOUL JOLIBOURG, LAVAL, QC, H7Y 1Z8",,ChIJZxf0-wozIU0R2Oiqe-hczZw,,Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745782710,hospital,0
Laval,54426,CLINIQUE DES BOISES,"200-1150 BOUL DE L'AVENIR, LAVAL, QC, H7N 6L2",,ChIJ7RTqVhZT30wR5W5KfWE87w8,,Val-d'Or,CA,QC,J9P 4T2,+1 819-825-8464,,hospital,,48.09144819999999,-77.7996847,1745782710,hospital,0
Laval,54467,CLINIQUE DR GIANNAKIS,"4379 BOUL SAINT-MARTIN O, LAVAL, QC, H7T 1C5",,,,,,,,,,,,,,,,
Laval,54468,POLYCLINIQUE DU CENTRE DE L'ILE,"3025 BOUL TESSIER, LAVAL, QC, H7S 2M1",,ChIJK40IRaJBJk0RFifVvlYtO9s,,Ville-Marie,CA,QC,J9V 1W8,+1 819-629-2420,,hospital,https://www.cisss-at.gouv.qc.ca/,47.33327469999999,-79.44437010000001,1745782710,hospital,0
Laval,55008,CLINIQUE MEDICALE DE L'AVENIR,"501-1435 BOUL SAINT-MARTIN O, LAVAL, QC, H7S 2C6",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Laval,55022,MEDICENTRE CHOMEDEY,"610 BOUL CURE-LABELLE, CHOMEDEY LAVAL, QC, H7V 2T7",,,,,,,,,,,,,,,,
Laval,55026,CLINIQUE MEDICALE MONTEUIL,"200-4650 BOUL DES LAURENTIDES, LAVAL, QC, H7K 2J4",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Laval,55040,CLINIQUE MEDICALE SAINT-FRANCOIS,"202-8048 AV MARCEL VILLENEUVE, LAVAL, QC, H7A 4H5",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Laval,55049,CENTRE MEDICAL LAVAL OUEST,"3400 BOUL STE-ROSE, LAVAL OUEST, QC, H7R 5E8",,ChIJZxf0-wozIU0R2Oiqe-hczZw,,Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745782710,hospital,0
Laval,55084,CENTRE MEDICAL SAMSON,"202-4599 SAMSON, CHOMEDEY LAVAL, QC, H7W 2H2",,ChIJZxf0-wozIU0R2Oiqe-hczZw,,Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745782710,hospital,0
