region,code,name,address,categories,Unnamed: 0,id,google_place_name,locality,country,administrative_area_level_1,administrative_area_level_2,international_phone_number,fax_number,type,website,latitude,longitude,added_time,place_type,is_fax_enabled
Laval,52398,CENTRE DU VERRE DE CONTACT DE LAVAL,"3151 BOUL DAGENAIS O, LAVAL, QC, H7P 1T8",,1927.0,,,,,,,,,,,,,1745790598,,0
Laval,52399,LES CENTRES VISUELS PAGE & HARVEY,"3526 BOUL DAGENAIS O, LAVAL, QC, H7P 1V7",,1928.0,ChIJ4dwt7DskyUwRWjutnY6GZPE,Les centres visuels Pagé & Harvey Inc,Laval,CA,QC,H7P 1V7,+1 450-622-3520,,hospital,http://pageharvey.ca/,45.5759653,-73.81104119999999,1745790598,hospital,0
Laval,52400,CLINIQUE D'OPTOMETRIE FABREVILLE INC,"201-327 BOUL LABELLE, LAVAL, QC, H7P 2P2",,1929.0,ChIJYYQhBw8kyUwRL9hPAtQZ-dE,Doyle Optometrists & Opticians,Laval,CA,QC,H7P 2P2,+1 450-622-9201,,hospital,https://www.doyle.ca/fr/boutiques/laval-fabreville/,45.574646,-73.78763049999999,1745790598,hospital,0
Laval,52401,CLINIQUE DU VERRE DE CONTACT DE LAVAL,"444 BOUL CURE LABELLE, LAVAL, QC, H7P 4W7",,1930.0,ChIJ-18mgA8kyUwRiD3JCOB1Jpg,Clinique Fabreville,Laval,CA,QC,H7P 5L3,+1 450-628-5800,,hospital,https://cliniquefabreville.com/,45.5764601,-73.7866738,1745790598,hospital,0
Laval,52402,OPTIQUE MULTIVISIONS,"3535 AUT LAVAL O, LAVAL, QC, H7P 5G9",,1931.0,ChIJTRfoEfIjyUwR-twuw33WXDs,Optique Multivisions,Laval,CA,QC,H7P 5G9,+1 450-686-9232,,hospital,https://multivisions.ca/,45.5686756,-73.76883,1745790598,hospital,0
Laval,52403,BRETON HAINS OPTOMETRISTES,"114-380 BOUL CURE LABELLE, LAVAL, QC, H7P 5L3",,1932.0,ChIJDaGLgw8kyUwRuAbhQ9jFPsE,Opto-Réseau Fabreville,Laval,CA,QC,H7P 5L3,+1 450-622-8722,,hospital,https://www.opto-reseau.com/cliniques/opto-reseau-fabreville/,45.57644699999999,-73.78653299999999,1745790598,hospital,0
Laval,52404,OPTI-CLUB LAVAL,"2999 AUT LAVAL O, LAVAL, QC, H7P 5P4",,1933.0,ChIJ-REdqIsjyUwRaloQeTaFPmI,Costco Wholesale,Laval,CA,QC,H7P 4K1,+1 450-686-7420,,pharmacy,https://www.costco.ca/warehouse-locations/laval-QC-505.html?utm_term=KW&utm_campaign=Homepage&utm_medium=GMB&utm_source=Google&utm_content=Link,45.5740972,-73.75720439999999,1745790598,clinic,0
Laval,52407,GREICHE ET SCAFF,"1600 BOUL LE CORBUSIER, LAVAL, QC, H7S 1Y9",,1934.0,ChIJq6qq2jQiyUwRY-32ye1aX74,Greiche & Scaff Centre Laval,Laval,CA,QC,H7S 1Y9,+1 450-688-1771,,hospital,https://www.greiche-scaff.com/fr/stores/store/index/id/319/,45.5616962,-73.73169539999999,1745790598,hospital,0
Laval,52408,M.J. LEBLANC,"1435 BOUL SAINT-MARTIN O, LAVAL, QC, H7S 2C6",,1935.0,ChIJAQCMI1sayUwR6bfSfuZy6KA,Dr. Benoit LeBlanc,Laval,CA,QC,H7S 1M9,+1 514-360-7721,,hospital,https://benoitleblancmd.com/,45.56978110000001,-73.7231741,1745790598,hospital,0
Laval,52409,ZEIDEL ET PINSKY,"34D-3035 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C8",,1936.0,ChIJm-BqgsEjyUwRDhEuLG5zi34,Zeidel-Pinsky,Laval,CA,QC,H7T 1C8,+1 450-688-5850,,hospital,,45.5701739,-73.7519887,1745790598,hospital,0
Laval,52410,F. FARHAT,"3244 SAINT-MARTIN O, LAVAL, QC, H7T 1A1",,1937.0,ChIJR8zJV7cjyUwRs1ntgIzRR-A,L'Optik Farhat,Laval,CA,QC,H7T 1A1,+1 450-687-7687,,hospital,http://www.farhat.com/,45.5564028,-73.7473882,1745790598,hospital,0
Laval,52411,SIMONE GREICHE,"3195 BOUL SAINT-MARTIN O, LAVAL, QC, H7T 1A3",,1938.0,ChIJlaVm9cIjyUwRvjoM9_0Y-J4,Greiche & Scaff Carrefour Laval,Laval,CA,QC,H7T 1C8,+1 450-682-1112,,hospital,https://www.greiche-scaff.com/fr/pages/carrefour-laval,45.5695798,-73.7522881,1745790598,hospital,0
Laval,52412,CENTRE D'OPTIQUE SEARS A LAVAL,"3005 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C7",,1939.0,ChIJgaQzlcIjyUwRq9D3j9wIZ4Q,Opto C&G inc. Carrefour Laval,Laval,CA,QC,H7T 1C7,+1 450-681-8325,,hospital,https://optocg.com/,45.5701067,-73.7507734,1745790598,hospital,0
Laval,52413,GREICHE & SCAFF,"14L-3035 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C8",,1940.0,ChIJlaVm9cIjyUwRvjoM9_0Y-J4,Greiche & Scaff Carrefour Laval,Laval,CA,QC,H7T 1C8,+1 450-682-1112,,hospital,https://www.greiche-scaff.com/fr/pages/carrefour-laval,45.5695798,-73.7522881,1745790598,hospital,0
Laval,52414,RENEE D'ASTOUS OPTOMETRISTE,"1134 BOUL CURE LABELLE, LAVAL, QC, H7V 2V5",,1941.0,ChIJnYZgh6MjyUwRZ5-sjApz5rg,OPTOPLUS - Laval - Rodrigue & Associés,Laval,CA,QC,H7V 2W2,+1 450-687-3766,,hospital,https://www.optoplus.com/clinique-optometrique/100/optoplus-rodrigue-associes/?utm_source=google&utm_medium=local,45.550448,-73.7588317,1745790598,hospital,0
Laval,52415,P. LAVON-NICOPOULOS,"673 BOUL CURE LABELLE, LAVAL, QC, H7V 2T8",,1942.0,ChIJ-aA6Ff4iyUwRjPOilqP2M3g,P. Laoun-Nicopoulos Opticiens,Laval,CA,QC,H7V 2T8,,,hospital,,45.5378267,-73.74418240000001,1745790598,hospital,0
Laval,52416,RODRIGUE & MELANCON,"100-1600 BOUL CURE LABELLE, LAVAL, QC, H7V 2W2",,1943.0,ChIJnYZgh6MjyUwRZ5-sjApz5rg,OPTOPLUS - Laval - Rodrigue & Associés,Laval,CA,QC,H7V 2W2,+1 450-687-3766,,hospital,https://www.optoplus.com/clinique-optometrique/100/optoplus-rodrigue-associes/?utm_source=google&utm_medium=local,45.550448,-73.7588317,1745790598,hospital,0
Laval,52417,"DUGUAY, HUDON, MURPHY OPTOMETRISTES","2155 BOUL CURE LABELLE, LAVAL, QC, H7T 1R3",,1944.0,ChIJe1y0LJIjyUwR15XpfpYzcag,Optique Laval,Laval,CA,QC,H7T 1R3,+1 514-502-1777,,hospital,https://www.optiquelaval.com/,45.55937249999999,-73.7670694,1745790598,hospital,0
Laval,52418,GERALD I. AVERTICK OPTOMETRISTE,"3-4375 BOUL NOTRE-DAME, LAVAL, QC, H7W 1T4",,1945.0,ChIJbaul9QUjyUwRssdDWewS284,Avertick Gerald,Laval,CA,QC,H7W 1T3,+1 450-681-6092,,hospital,,45.53783869999999,-73.7588516,1745790598,hospital,0
Laval,52419,LUCILE R. DESCHAMPS OPTOMETRISTE,"4780 BOUL SAMSON, LAVAL, QC, H7W 2H7",,1946.0,ChIJofgavUYjyUwRf64c4sKvKoI,IRIS Optométristes et Opticiens - Ste-Dorothée,Laval,CA,QC,H7X 3S5,+1 450-689-4747,,hospital,https://iris.ca/fr/trouver-une-boutique/sainte-dorothee-laval,45.5223413,-73.7871341,1745790598,hospital,0
Laval,52420,CLINIQUE D'OPTOMETRIE STE-DOROTHEE,"270 BOUL SAMSON, LAVAL, QC, H7X 2Y9",,1947.0,ChIJAcHLTUcjyUwRaKfmxXJZX_E,Clinmedstedo Medical Clinic,Laval,CA,QC,H7X 3S5,+1 450-689-6334,,hospital,http://www.clinmedstedo.com/,45.5229192,-73.7826171,1745790598,hospital,0
Laval,52772,LUC PELLETIER OPTOMETRISTE,"2170 MARC, LAVAL, QC, H7K 1N3",,1948.0,ChIJe1y0LJIjyUwR15XpfpYzcag,Optique Laval,Laval,CA,QC,H7T 1R3,+1 514-502-1777,,hospital,https://www.optiquelaval.com/,45.55937249999999,-73.7670694,1745790598,hospital,0
Laval,52773,SALON D'OPTIQUE EATON,"3015 BOUL LE CARRFOUR, LAVAL, QC, H7T 1C7",,1949.0,,,,,,,,,,,,,1745790598,,0
Laval,52827,POLYCLINIQUE MEDICALE CONCORDE,"300 BOUL DE LA CONCORDE E, LAVAL, QC, H7G 2E6",,1950.0,ChIJEaoBbvohyUwRWaCuSeZkxDU,Polyclinique Médicale Concorde,Laval,CA,QC,H7G 2E6,+1 450-667-5310,,hospital,http://polyconcorde.com/accueil,45.5778211,-73.6818455,1745790598,hospital,0
Laval,52862,FRANCINE JARRY OPTOMETRISTE,"305-3860 NOTRE-DAME, LAVAL, QC, H7V 1S1",,1951.0,ChIJ8WB0hgAjyUwRwP3zzVmR1dA,Jarry Francine Dr,Laval,CA,QC,H7V 1R9,+1 450-681-0311,,hospital,https://www.cliniquevisuellefjarry.com/,45.5411853,-73.7473483,1745790598,hospital,0
Laval,52867,RAYMOND ET COTE OPTICIENS,"1888 DES BECS SCIES, SAINTE-ROSE, QC, H7L 5N4",,1952.0,ChIJE03ryS8nyUwRXOYXazAlDvI,Oko Vision - Examen de la vue Laval (Clinique Visuelle Sainte-Rose),Laval,CA,QC,H7L 1L6,+1 450-625-5872,,hospital,https://www.411sante.com/lunettes/laval/sainte-rose-3/lunettes-sainte-rose.htm,45.61438799999999,-73.785708,1745790598,hospital,0
Laval,52887,CENTRE VISUEL DUVERNAY,"2995 BOUL DE LA CONCORDE E, LAVAL, QC, H7E 2B5",,1953.0,ChIJZQ3FVdkhyUwRJuPW-y9VWNM,Centre Duvernay,Laval,CA,QC,H7E 2B8,+1 450-661-0244,,clinic,http://www.centreduvernay.ca/,45.5916631,-73.66589549999999,1745790598,clinic,0
Laval,52919,LA BAIE RAYON D'OPTIQUE LE CARREFOUR,"3045 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C7",,1954.0,ChIJ07r_uMMjyUwRW4XH62bUCM4,La Baie d'Hudson,Laval,CA,QC,QC H7T 1C7,+1 450-687-1540,,pharmacy,https://www.labaie.com/,45.5723799,-73.7524502,1745790598,clinic,0
Laval,52928,PIERRE BANNON O.D.,"538 AV AMPERE, LAVAL, QC, H7N 5H6",,1955.0,ChIJxZTXsjIiyUwRp0oXV1yPbao,"Vision de l'Avenir, optométristes",Laval,CA,QC,H7S 1M9,+1 450-687-8020,,hospital,http://visiondelavenir.ca/,45.567177,-73.728202,1745790598,hospital,0
Laval,52934,CLINIQUE D'OPTOMETRIE CHOMEDY,"800 BOUL CHOMEDY, LAVAL, QC, H7V 3Y4",,1956.0,ChIJ8WB0hgAjyUwRwP3zzVmR1dA,Jarry Francine Dr,Laval,CA,QC,H7V 1R9,+1 450-681-0311,,hospital,https://www.cliniquevisuellefjarry.com/,45.5411853,-73.7473483,1745790598,hospital,0
Laval,52952,BERNARD LAFORTUNE O.D.,"85 DU PONT-VIAU, LAVAL, QC, H7N 2Y2",,1957.0,,,,,,,,,,,,,1745790598,,0
Laval,53165,DAVID D. ROSNER OPTOMETRISTE,"3047-1660 LE COURBUSIER, LAVAL, QC, H7S 1Y8",,1958.0,ChIJq6qq2jQiyUwRY-32ye1aX74,Greiche & Scaff Centre Laval,Laval,CA,QC,H7S 1Y9,+1 450-688-1771,,hospital,https://www.greiche-scaff.com/fr/stores/store/index/id/319/,45.5616962,-73.73169539999999,1745790598,hospital,0
Laval,53171,IRIS STE-ROSE 9043 4770 QC INC.,"23-550 CURE LABELLE, SAINTE-ROSE, QC, H7L 4V6",,1959.0,ChIJxVwQjtYnyUwRSEZfQGGTcS4,IRIS Optométristes et Opticiens - Sainte-Thérèse,Sainte-Thérèse,CA,QC,J7E 4X5,+1 450-430-2000,,hospital,https://iris.ca/fr/trouver-une-boutique/ste-therese,45.6389118,-73.8431102,1745790598,hospital,0
Laval,53181,LUNETTERIE F. FARHAT,"2104 BOUL DES LAURENTIDES, LAVAL, QC, H7M 2Y6",,1960.0,ChIJxeW0CochyUwRCfnlLAkV2mI,Boucherie et Grillades Farhat Laval,Laval,CA,QC,H7M 1Y9,+1 450-490-4901,,pharmacy,https://www.farhatlaval.ca/,45.57679539999999,-73.7132936,1745790598,clinic,0
Laval,53207,IRIS STE-DOROTHEE,"102-31 BOUL SAMSON, LAVAL, QC, H7X 3S5",,1961.0,ChIJofgavUYjyUwRf64c4sKvKoI,IRIS Optométristes et Opticiens - Ste-Dorothée,Laval,CA,QC,H7X 3S5,+1 450-689-4747,,hospital,https://iris.ca/fr/trouver-une-boutique/sainte-dorothee-laval,45.5223413,-73.7871341,1745790598,hospital,0
Laval,53247,BUREAU DE LOUISE TRUDEAU O.D.,"3071 CONCORDE E, LAVAL, QC, H7E 2C1",,1962.0,ChIJEzC1BdwhyUwR8YI8Q17soNM,Opto-Réseau - L’opticien.ca Duvernay,Laval,CA,QC,H7E 2B8,+1 450-661-5595,,hospital,https://www.opto-reseau.com/fr/cliniques/opto-reseau-lopticien-ca-duvernay,45.5915688,-73.6655074,1745790598,hospital,0
Laval,53296,CLINIQUE D'OPTOMETRIE MARILYN PIERRE-ANTOINE,"5445 VAL DES BRISES, LAVAL, QC, H7E 0A4",,1963.0,ChIJTRfoEfIjyUwR-twuw33WXDs,Optique Multivisions,Laval,CA,QC,H7P 5G9,+1 450-686-9232,,hospital,https://multivisions.ca/,45.5686756,-73.76883,1745790598,hospital,0
Laval,53366,LES SERVICES VISUELS BEAU REGARD,"3400 BOUL SAINTE-ROSE, LAVAL, QC, H7R 5E8",,1964.0,ChIJE03ryS8nyUwRXOYXazAlDvI,Oko Vision - Examen de la vue Laval (Clinique Visuelle Sainte-Rose),Laval,CA,QC,H7L 1L6,+1 450-625-5872,,hospital,https://www.411sante.com/lunettes/laval/sainte-rose-3/lunettes-sainte-rose.htm,45.61438799999999,-73.785708,1745790598,hospital,0
Laval,53377,IRIS,"R11-3035 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C8",,1965.0,ChIJvd5jscMjyUwR-DFO-en1_zA,Clinique d'ophtalmologie IRIS,Laval,CA,QC,H7T 2P5,+1 877-656-4747,,hospital,https://coi.iris.ca/,45.56751559999999,-73.74998529999999,1745790598,hospital,0
Laval,53379,CLINIQUE D'OPTOMETRIE FRANCIS BERGERON,"100-1125 BOUL SAINT-MARTIN O, LAVAL, QC, H7S 1M8",,1966.0,ChIJncmXcSwiyUwRe8xV5Z6UocA,Lunetterie New Look,Laval,CA,QC,H7S 1M8,+1 450-629-9800,,hospital,https://locations.newlook.ca/quebec-laval-025?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=newlook-25,45.5715027,-73.7222602,1745790598,hospital,0
Laval,53405,LUNETTERIE F. FARHAT STE-DOROTHEE,"61 BOUL SAMSON, LAVAL, QC, H7X 3E6",,1967.0,ChIJb9gOI0UjyUwRIePTHVJi_zI,Opto-Réseau Ste-Dorothée,Laval,CA,QC,H7X 3E6,+1 450-689-6786,,hospital,https://www.opto-reseau.com/cliniques/opto-reseau-ste-dorothee/,45.52204939999999,-73.79225749999999,1745790598,hospital,0
Laval,53411,F. FARHAT LUNETTERIE,"2121 CURE LABELLE, LAVAL, QC, H7T 1L4",,1968.0,ChIJR8zJV7cjyUwRs1ntgIzRR-A,L'Optik Farhat,Laval,CA,QC,H7T 1A1,+1 450-687-7687,,hospital,http://www.farhat.com/,45.5564028,-73.7473882,1745790598,hospital,0
Laval,53412,LUNETTERIE NEW LOOK,"100-650 DESSERTE OUEST MEGA CENTRE, LAVAL, QC, H7X 3S9",,1969.0,ChIJGUangmojyUwRRCsuCmimxUo,Lunetterie New Look,Laval,CA,QC,H7X 3S9,+1 450-689-0308,,hospital,https://locations.newlook.ca/quebec-laval-029?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=newlook-29,45.5265615,-73.78269,1745790598,hospital,0
Laval,53440,VISION COSSSETTE,"1775 AV PIERRE-PELADEAU, LAVAL, QC, H7T 2Y5",,1970.0,ChIJw23UTsgjyUwRzV2vK2FJXA0,Centropolis,Laval,CA,QC,H7T 2Y5,+1 450-681-4811,,pharmacy,https://centropolis.ca/,45.5626452,-73.7441766,1745790598,clinic,0
Laval,53445,GREICHE ET SCAFF,"2B-1018 BOUL CHOMEDY, LAVAL, QC, H7X 4C9",,1971.0,ChIJ1xWkKfEYyUwRWyn4eRiD0gQ,Greiche & Scaff Marché Central,Montréal,CA,QC,H4N 1J8,+1 514-384-1117,,hospital,https://www.greiche-scaff.com/fr/stores/store/index/id/373/,45.5339032,-73.65764109999999,1745790598,hospital,0
Laval,53466,CENTRE VISUEL ZELLERS MEGACENTRE STE-DOROTHEE,"1160 AUT DESSERTE OUEST 13, LAVAL, QC, H7X 4C9",,1972.0,ChIJtYykBGYjyUwR76HAMKXXlVQ,Greiche & Scaff Mega Centre,Laval,CA,QC,H7X 4C9,+1 450-689-8992,,hospital,https://www.greiche-scaff.com/fr/stores/store/index/id/369/,45.5301237,-73.7889922,1745790598,hospital,0
Laval,53471,CENTRE OPTIQUE,"5205 VAL-DES-BRISES, LAVAL, QC, H7E 0A3",,1973.0,ChIJIaF3qlYhyUwR4KhW8MtwcTA,CHSLD Val Des Brises,Laval,CA,QC,H7E 0J1,+1 450-661-9131,,hospital,https://www.lavalensante.com/a-propos-de-nous/nos-grands-projets/chsld-val-des-brises/,45.61427949999999,-73.684357,1745790598,hospital,0
Laval,53485,OPTIQUE LAURIER,"2605 DANIEL-JOHNSON, LAVAL, QC, H7T 1S8",,1974.0,ChIJe1y0LJIjyUwR15XpfpYzcag,Optique Laval,Laval,CA,QC,H7T 1R3,+1 514-502-1777,,hospital,https://www.optiquelaval.com/,45.55937249999999,-73.7670694,1745790598,hospital,0
Laval,53523,3189 - WAL-MART (LAVAL-WEST),"700 AUT CHOMEDEY O, LAVAL, QC, H7X 3S9",,1975.0,ChIJj1Fe12wjyUwR5VOx3KWPPeM,Walmart Chomedey laval,Laval,CA,QC,H7X 4G5,+1 450-969-3226,,pharmacy,,45.5262385,-73.7856441,1745790598,clinic,0
Laval,53530,VISION DE L'AVENIR,"1700 SAINT-MARTIN O, LAVAL, QC, H7S 1M9",,1976.0,ChIJxZTXsjIiyUwRp0oXV1yPbao,"Vision de l'Avenir, optométristes",Laval,CA,QC,H7S 1M9,+1 450-687-8020,,hospital,http://visiondelavenir.ca/,45.567177,-73.728202,1745790598,hospital,0
Laval,53562,LUNETTERIE F. FARHAT,"830 BOUL LE CORBUSIER, LAVAL, QC, H7N 6J5",,1977.0,ChIJkz63G4ojyUwRpU6ljAfRkkg,Parade Lunetterie,Laval,CA,QC,H7N0G5,+1 438-802-9201,,hospital,https://lunetterieparade.ca/,45.5563904,-73.72347479999999,1745790598,hospital,0
Laval,53636,OPTIQUE LAVAL,"2401 BOUL CURE-LABELLE, LAVAL, QC, H7T 1R3",,1978.0,ChIJe1y0LJIjyUwR15XpfpYzcag,Optique Laval,Laval,CA,QC,H7T 1R3,+1 514-502-1777,,hospital,https://www.optiquelaval.com/,45.55937249999999,-73.7670694,1745790598,hospital,0
Laval,53652,BAR A LUNETTES MARIESOPHIE DION,"3240 BOUL CURE-LABELLE, LAVAL, QC, H7P 0H9",,1979.0,ChIJhQdKgwokyUwRaVPnU5gaA-0,Bar à lunettes l Marie-Sophie Dion,Laval,CA,QC,H7P 0H9,+1 450-505-8020,,hospital,http://www.baralunettes.com/,45.56812600000001,-73.781944,1745790598,hospital,0
Laval,53656,OPTIQUE VITAL INC,"1661 BOUL DANIEL JOHNSON, LAVAL, QC, H7V 4C2",,1980.0,ChIJax0C0rgjyUwR9WlIddwtMuM,Opti-W Laval (optometriste et opticien Walmart),Laval,CA,QC,H7T 0G5,+1 450-687-8787,,hospital,https://opti-w.com/,45.5599715,-73.7526888,1745790598,hospital,0
Laval,53664,INSTITUT OCULAIRE DE LAVAL INC,"602-3030 BOUL LE CARREFOUR, LAVAL, QC, H7T 2P5",,1981.0,ChIJ28FfbJ4iyUwRcu-mSdQ8A3o,Institut de l'oeil de Montreal,Montréal,CA,QC,H4R 1J9,+1 514-461-0527,,hospital,https://lasikmontreal.com/,45.52003439999999,-73.70483399999999,1745790598,hospital,0
Laval,53681,CLINIQUE VISUELLE SAINTE-ROSE,"202 BOUL SAINTE-ROSE, LAVAL, QC, H7L 1L6",,1982.0,ChIJE03ryS8nyUwRXOYXazAlDvI,Oko Vision - Examen de la vue Laval (Clinique Visuelle Sainte-Rose),Laval,CA,QC,H7L 1L6,+1 450-625-5872,,hospital,https://www.411sante.com/lunettes/laval/sainte-rose-3/lunettes-sainte-rose.htm,45.61438799999999,-73.785708,1745790598,hospital,0
Laval,53703,CLINIQUE D'OPHTALMOLOGIE COI LAVAL INC.,"1105-3030 BOUL LE CARREFOUR, LAVAL, QC, H7T 2P5",,1983.0,ChIJvd5jscMjyUwR-DFO-en1_zA,Clinique d'ophtalmologie IRIS,Laval,CA,QC,H7T 2P5,+1 877-656-4747,,hospital,https://coi.iris.ca/,45.56751559999999,-73.74998529999999,1745790598,hospital,0
Laval,53708,OPTO C&G,"C1-3035 BOUL DU CARREFOUR, LAVAL, QC, H7T 1C8",,1984.0,ChIJgaQzlcIjyUwRq9D3j9wIZ4Q,Opto C&G inc. Carrefour Laval,Laval,CA,QC,H7T 1C7,+1 450-681-8325,,hospital,https://optocg.com/,45.5701067,-73.7507734,1745790598,hospital,0
Laval,53723,CLINIQUE DES YEUX DE LAVAL,"D-254 CURE-LABELLE, LAVAL, QC, H7L 3A2",,1985.0,ChIJhRaAjBYnyUwRUiEG_H6MxzM,Clinique des Yeux de Laval,Laval,CA,QC,H7L 3A2,+1 579-641-9389,,hospital,https://cliniquedesyeuxdelaval.ca/,45.6033609,-73.7909018,1745790598,hospital,0
Laval,53730,LOPTICIEN.CA,"39-1600 BOUL LE CORBUSIER, LAVAL, QC, H7S 1Y9",,1986.0,ChIJcw_ch44jyUwRjPBkrYjRzqM,LOPTICIEN.CA,Laval,CA,QC,H7S 1Y9,+1 450-688-5595,,hospital,https://www.opto-reseau.com/fr/cliniques/opto-reseau-lopticien-ca-centre-laval,45.56071439999999,-73.7307447,1745790598,hospital,0
Laval,53736,ECONOLUNETTES LAVAL,"3354 BOUL SAINT-MARTIN O, LAVAL, QC, H7T 1A1",,1987.0,ChIJNTYrovsjyUwRShy505rCkoI,Econolunettes Laval,Laval,CA,QC,H7T 1A1,+1 579-640-3373,,hospital,https://econolunettes.com/?utm_source=google&utm_medium=GBP&utm_campaign=Website+Link,45.55594490000001,-73.7492469,1745790598,hospital,0
Laval,53740,KW OPTIQUE INC. CHOMEDEY,"2075 BOUL CHOMEDEY, LAVAL, QC, H7T 0B2",,1988.0,ChIJax0C0rgjyUwR9WlIddwtMuM,Opti-W Laval (optometriste et opticien Walmart),Laval,CA,QC,H7T 0G5,+1 450-687-8787,,hospital,https://opti-w.com/,45.5599715,-73.7526888,1745790598,hospital,0
Laval,53750,CLINIQUE D'OPHTALMOLOGIE BELLEVUE LAVAL,"1685 RUE FLEETWOOD, LAVAL, QC, H7N 4B2",,1989.0,ChIJ386leigiyUwRzEDzQnGuN7k,Clinique d'ophtalmologie Bellevue,Laval,CA,QC,H7N 4B2,+1 514-256-0007,,hospital,https://www.cliniquebellevue.com/,45.5742912,-73.7125102,1745790598,hospital,0
Laval,53793,CURYEUX OPTOMETRISTES LAVAL INC.,"3095 AUTOROUTE JEAN-NOEL-LAVOIE, LAVAL, QC, H7P 4W5",,1990.0,ChIJD4Xkqp4jyUwRAclVJHe6GcI,CURYEUX Optométristes - La clinique des yeux ( Carrefour Multisports),Laval,CA,QC,H7P 4W5,+1 450-934-8484,,hospital,https://www.curyeuxoptometristes.com/,45.5728176,-73.759678,1745790598,hospital,0
Laval,53809,LUNETTES DEPOT LAVAL INC,"5300 BOUL ST-MARTIN, LAVAL, QC, H7T 2X8",,1991.0,ChIJaU0VvnsjyUwRy1WHDFNigII,Lunettes Dépôt - Laval,Laval,CA,QC,H7W 5G8,+1 450-681-0051,,hospital,http://lunettes-depot.ca/,45.5417347,-73.7876524,1745790598,hospital,0
Laval,53823,K.W. OPTIQUE INC.,"401 BOUL CURE-LABELLE, ROSEMERE, QC, J7A 3T2",,1992.0,ChIJGXEqNEsmyUwRQcB5SOWisgY,Opti-W Rosemère (optometriste et optician Walmart),Rosemère,CA,QC,J7A 3T2,+1 450-951-2115,,hospital,https://opti-w.com/,45.62997250000001,-73.82179359999999,1745790598,hospital,0
Laval,53824,OPTIQUE HARMONIE,"4371 BOUL NOTRE-DAME, LAVAL, QC, H7W 1T3",,1993.0,ChIJEU7Z9gUjyUwREgM-W43BbIA,Optique Harmonie,Laval,CA,QC,H7W 1T3,+1 579-640-1525,,hospital,,45.5378477,-73.7587662,1745790598,hospital,0
Laval,53837,ACUITIS QUEBEC INC,"B003B-3035 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C8",,1994.0,ChIJ0_hK58IjyUwRkLkd8sqI_lQ,Acuitis Laval,Laval,CA,QC,H7T 1C8,+1 450-505-6014,,hospital,https://www.acuitis.com/ca/coscommercestore/maison-acuitis-laval,45.5712577,-73.7516394,1745790598,hospital,0
Laval,53857,OPTICAL CENTER,"1795 BOUL SAINT-MARTIN O, LAVAL, QC, H7S 1N2",,1995.0,ChIJi87xTN0jyUwRYPpHRaoFmXY,Optométriste & Opticien LAVAL - SAINT-MARTIN - Optical Center,Laval,CA,QC,H7S 1N2,+1 450-720-8808,,hospital,https://opticien.optical-center.fr/846-opticien-laval-saint-martin-optical-center,45.56730959999999,-73.73065489999999,1745790598,hospital,0
Laval,53863,OSCAR WYLEE,"R044B-3003 BOUL LE CARREFOUR, LAVAL, QC, H7T 1C7",,1996.0,ChIJ1yPPVhIjyUwR8KdqJSnYmvY,Oscar Wylee - Carrefour Laval,Laval,CA,QC,H7T 1C7,+1 450-681-4377,,hospital,https://oscarwylee.ca/,45.5698271,-73.75170419999999,1745790598,hospital,0
Laval,53867,LES BRANCHES LUNETTERIE CHOMEDEY/LAVAL,"3040 BOUL CURE-LABELLE, LAVAL, QC, H7P 0H9",,1997.0,ChIJaXEVI4MjyUwRTw_wNLd--F8,Les Branchés Lunetterie | Laval,Laval,CA,QC,H7P 0H9,+1 450-686-5050,,hospital,https://lesbrancheslunetterie.ca/,45.56772059999999,-73.7812635,1745790598,hospital,0
Laval,53870,PARADE LUNETTERIE,"130-755 BOUL LE CORBUSIER, LAVAL, QC, H7N 0G5",,1998.0,ChIJkz63G4ojyUwRpU6ljAfRkkg,Parade Lunetterie,Laval,CA,QC,H7N0G5,+1 438-802-9201,,hospital,https://lunetterieparade.ca/,45.5563904,-73.72347479999999,1745790598,hospital,0
Laval,53897,VISION NOUR INC.,"C36-1550 BOUL DANIEL-JOHNSON, LAVAL, QC, H7V 3V7",,1999.0,ChIJ2ULQplIjyUwRDMs4Tv0Z4mA,Vision Nour,Laval,CA,QC,H7V 3V7,+1 450-688-9499,,hospital,https://visionnour.ca/,45.5566014,-73.7447485,1745790598,hospital,0
Laval,54089,CENTRE MEDICAL LAVAL,"1110 BOUL VANIER, LAVAL, QC, H7C 2R8",,2000.0,ChIJZfujGCwgyUwR6rvkOmQFxs8,Centremed Medical Centre,Laval,CA,QC,H7C 2R8,+1 450-661-2521,,hospital,https://www.centremedlaval.ca/,45.6107193,-73.6580875,1745790598,hospital,0
